Date,Close,High,Low,Open,Volume
2014-01-02,75.1296615600586,75.16736819921447,74.94113987073003,74.94868234920628,1161800
2014-01-03,75.08441162109375,75.2126049778382,75.01654658042607,75.03916826064862,637500
2014-01-06,75.29560852050781,75.38610105897659,75.15233585946847,75.15233585946847,666200
2014-01-07,75.416259765625,75.44642394292563,75.29560305642251,75.34838892839146,1055700
2014-01-08,75.04673767089844,75.21263773575274,75.00149429074813,75.16739435560244,1216700
2014-01-09,75.24280548095703,75.28051213502494,75.03166202592313,75.15985544458977,806100
2014-01-10,75.87616729736328,75.91386816128487,75.62731743194831,75.63485990602143,713300
2014-01-13,76.09490203857422,76.14014540571384,75.9365387471341,75.95162370499779,581600
2014-01-14,75.80835723876953,75.99687896899754,75.79327803177101,75.93655063455019,366700
2014-01-15,75.74048614501953,75.77818703612643,75.58212859462772,75.6047502799371,997300
2014-01-16,75.95166015625,75.98936106255145,75.86871010786692,75.92149597927174,333300
2014-01-17,76.1325912475586,76.1325912475586,75.86866205768969,75.93652709798819,754400
2014-01-21,76.04969024658203,76.102476118563,75.99690437460104,76.01198933986907,1927100
2014-01-22,75.8384780883789,75.95913468835667,75.82339888999336,75.8761847141778,1150900
2014-01-23,76.35130310058594,76.44933233217071,76.08737382076013,76.08737382076013,1080200
2014-01-24,76.66047668457031,76.7283417437286,76.50211337341474,76.61522755857168,564300
2014-01-27,76.42669677734375,76.68308928353044,76.41161757261548,76.53226847011892,758600
2014-01-28,76.53981018066406,76.54735265956535,76.39653184766803,76.53226770176276,452700
2014-01-29,76.90184783935547,77.01495636479747,76.63037587183224,76.77364858846919,1420200
2014-01-30,76.8263931274414,76.84902057358016,76.64541383092806,76.72082139170628,685400
2014-01-31,77.12802124023438,77.12802124023438,76.95458444349492,77.07523537776225,670500
2014-02-03,77.54722595214844,77.55477559419246,76.9429203296661,77.018457091705,4629800
2014-02-04,77.31310272216797,77.34331859844791,77.23001050317042,77.2904422557303,2617300
2014-02-05,77.03358459472656,77.237534472735,77.03358459472656,77.20731860875472,817600
2014-02-06,76.89007568359375,76.95805706849814,76.82964394384236,76.94295201510424,885900
2014-02-07,77.0940170288086,77.207325087471,76.94294345931687,76.95804851103114,1065800
2014-02-10,77.13178253173828,77.15444298915786,77.01091907471807,77.01091907471807,589300
2014-02-11,76.79188537597656,76.91274310332513,76.7541140944429,76.85986676703105,625800
2014-02-12,76.61058807373047,76.68612487167175,76.50483540399502,76.68612487167175,743500
2014-02-13,76.97315216064453,76.98825721095272,76.84473906222142,76.89005997623269,941400
2014-02-14,76.9202880859375,76.97316441506435,76.83719588829707,76.93539313865047,463400
2014-02-18,77.10912322998047,77.17710460325807,76.99581517809754,77.03358644975415,1003600
2014-02-19,76.95803833007812,77.28285164829357,76.92027282424492,77.26774659857759,907200
2014-02-20,76.8749771118164,77.00339602001475,76.72390350146271,76.86742746546089,842900
2014-02-21,76.97315216064453,76.980707567342,76.77675192811776,76.79186274151267,405000
2014-02-24,76.89764404296875,76.98073625834937,76.78433595262347,76.97318084883598,1531100
2014-02-25,77.16204071044922,77.17714576931671,77.01096130632439,77.04117718714936,402600
2014-02-26,77.38860321044922,77.38860321044922,77.1317770272399,77.1619928893386,486000
2014-02-27,77.479248046875,77.53212436289945,77.41126668188052,77.43392713687868,559400
2014-02-28,77.40371704101562,77.47169841107348,77.16955130447859,77.33572990787113,609900
2014-03-03,77.78656005859375,77.80169539152014,77.49905222981229,77.62767369749572,2540500
2014-03-04,77.18889617919922,77.506674899347,77.17376660797422,77.506674899347,1080200
2014-03-05,77.27204132080078,77.27960898461046,77.0299280308166,77.08289013261201,614700
2014-03-06,76.93917083740234,77.02995975075952,76.87864104687188,76.93917083740234,534700
2014-03-07,76.6063003540039,76.69709508435422,76.53064096493267,76.54577053377037,645100
2014-03-10,76.68949127197266,76.742453396607,76.60626425148459,76.62896148026522,1013900
2014-03-11,76.76517486572266,76.82570467654374,76.5911588751626,76.65925058300598,1571000
2014-03-12,77.06778717041016,77.11318162405968,76.93916570344439,76.9996897174977,819000
2014-03-13,77.52177429199219,77.5293419608798,76.85596374088338,76.86352563733095,1638900
2014-03-14,77.52930450439453,77.6352287278861,77.39311539241433,77.62766106265462,1314400
2014-03-17,77.21912384033203,77.42341047418786,77.20399427640616,77.3704483417881,1085400
2014-03-18,77.40824127197266,77.40824127197266,77.2190900572352,77.2342253869789,861200
2014-03-19,76.68949127197266,77.34017210173099,76.57599935563088,77.29477764416973,1355500
2014-03-20,76.70462799072266,76.76515778807791,76.59114183623052,76.6592335289258,1748100
2014-03-21,76.848388671875,76.87108590391216,76.68950227517537,76.69706994333426,466500
2014-03-24,76.87860107421875,76.95426038682388,76.65161736396782,76.659185026959,1222600
2014-03-25,76.83322143554688,76.95427520453714,76.75755633593673,76.81808610665018,739400
2014-03-26,77.15856170654297,77.15856170654297,76.85591862553409,76.86348051754274,830000
2014-03-27,77.23419952392578,77.31742649233539,77.05261026243116,77.05261026243116,303600
2014-03-28,76.96184539794922,77.19639105162523,76.90131562524675,77.15856427301381,661600
2014-03-31,76.96943664550781,76.99213387411629,76.70462025190596,76.75758237613861,1982900
2014-04-01,76.81019592285156,76.8784149717098,76.75713473488324,76.86325711081989,2562600
2014-04-02,76.47672271728516,76.62074852871284,76.45398301721553,76.59800882864323,806800
2014-04-03,76.52976989746094,76.65105598655585,76.49187233204806,76.53735172383914,298000
2014-04-04,76.99979400634766,77.03769159597003,76.74964562522054,76.74964562522054,731900
2014-04-07,77.18167114257812,77.25747205956405,77.1058702255922,77.12102809569369,1751700
2014-04-08,77.28778839111328,77.31810991251862,77.06038565543155,77.1665080887308,666100
2014-04-09,77.2650146484375,77.37113703497309,77.0376062297262,77.10583106863412,1350500
2014-04-10,77.59101867675781,77.76536024264927,77.31813069400211,77.31813069400211,1056600
2014-04-11,77.75015258789062,77.81079560817257,77.65161201736,77.78805592137601,918500
2014-04-14,77.62889099121094,77.71984976026206,77.54550826408867,77.65163068347373,1468600
2014-04-15,77.71990966796875,77.87909341974762,77.51524649660809,77.56830774720103,614300
2014-04-16,77.59858703613281,77.64406643095141,77.5076224632562,77.5303621606655,1405500
2014-04-17,77.15894317626953,77.55311147446523,77.05282071970761,77.55311147446523,584600
2014-04-21,77.14379119873047,77.28781703297021,77.09831179138781,77.227173967686,1021100
2014-04-22,77.11347198486328,77.12862985888283,76.95428249983388,77.02250739102374,482800
2014-04-23,77.31053924560547,77.37118229716955,77.19683496973273,77.22715649551478,306400
2014-04-24,77.28778839111328,77.34843143392396,77.12860474116441,77.13618656732545,345700
2014-04-25,77.39399719238281,77.57592074059389,77.37883930638411,77.41673691300353,388900
2014-04-28,77.28021240234375,77.44697789105037,77.1740899610285,77.3711769734308,574900
2014-04-29,77.34844970703125,77.34844970703125,77.13620479029116,77.15894449090757,760100
2014-04-30,77.5531234741211,77.59102683586084,77.31813882440953,77.45458283013518,544700
2014-05-01,77.77640533447266,77.92829521979542,77.54856471226078,77.60172675154652,21829500
2014-05-02,77.89031219482422,78.02701539586803,77.46501592234443,77.54855708932827,1343700
2014-05-05,77.84476470947266,78.00425084917975,77.78400642932847,78.00425084917975,929400
2014-05-06,77.9358901977539,77.95867310076281,77.80677742365746,77.85993946208742,566300
2014-05-07,77.99664306640625,78.04980510510343,77.78399491161757,77.8903189890119,1107600
2014-05-08,78.08014678955078,78.2092595023673,77.95863609976595,78.07255635496882,1444300
2014-05-09,78.01944732666016,78.0726093759618,77.95109280942728,77.95109280942728,354500
2014-05-12,77.8143539428711,77.92827422328305,77.77638437888454,77.87511219832096,759600
2014-05-13,78.11812591552734,78.11812591552734,77.98142276152075,78.01180188399168,603700
2014-05-14,78.47504425048828,78.58896446893785,78.27758292479056,78.30796203599198,635400
2014-05-15,78.75609588623047,78.90039531664875,78.47509905128167,78.60420601837853,1347300
2014-05-16,78.5890121459961,78.7333057689617,78.57381968406717,78.62698171236535,452600
2014-05-19,78.49024963378906,78.78643879588368,78.49024963378906,78.6877110065936,325400
2014-05-20,78.71810913085938,78.80165027820757,78.52064771037945,78.52064771037945,34764400
2014-05-21,78.5965805053711,78.61177296303254,78.43709446527535,78.53582805740001,881700
2014-05-22,78.51307678222656,78.58902751827434,78.43713184040645,78.55105215025046,678800
2014-05-23,78.67257690429688,78.69536560570485,78.58144527557975,78.6270110899383,486800
2014-05-27,78.69532012939453,78.71050679399511,78.482666265409,78.60418275911502,997000
2014-05-28,79.12823486328125,79.18139689574711,78.93836963387072,78.9535563027637,968200
2014-05-29,79.02947998046875,79.38642744283476,79.02947998046875,79.21934515881446,753100
2014-05-30,78.9687728881836,79.05990451783302,78.80928094783961,78.9156108394785,902400
2014-06-02,78.60735321044922,78.8736113464293,78.53128028645376,78.7594990584401,2032800
2014-06-03,78.21176147460938,78.49323766610652,78.2041582453197,78.49323766610652,1563600
2014-06-04,78.15098571777344,78.29552267245832,78.105337275875,78.28791943547333,1566600
2014-06-05,78.26509857177734,78.35638965887752,78.1129525639419,78.1129525639419,1585800
2014-06-06,78.20420837402344,78.50850025243177,78.18138125954682,78.43242728282969,940600
2014-06-09,78.0901107788086,78.13575340839844,78.0140377948266,78.1205411332007,816500
2014-06-10,77.95314025878906,78.02160417082958,77.89988861475959,77.99878286681607,1207100
2014-06-11,78.05963897705078,78.12810288508325,77.95313569522679,78.02920863881627,814800
2014-06-12,78.36396026611328,78.40199384741913,78.02162321038877,78.09009294313181,1319500
2014-06-13,78.21176147460938,78.31066149529336,77.99875497466205,78.00636400794355,752900
2014-06-16,78.21176147460938,78.31826472458303,78.15850984962255,78.21937050789087,1401000
2014-06-17,77.88468170166016,78.09769411229125,77.8694694314696,78.06726376791538,33268500
2014-06-18,78.29547882080078,78.29547882080078,77.91510824067176,78.07486318784662,1472200
2014-06-19,78.09770965576172,78.47808033017164,78.02163087768302,78.41721962930703,1055000
2014-06-20,78.18903350830078,78.19664255066473,77.99884807719322,78.02927844265028,577000
2014-06-23,78.13573455810547,78.3259198741764,78.13573455810547,78.29548952712562,764200
2014-06-24,78.45525360107422,78.45525360107422,78.19660432711856,78.3411470413855,443800
2014-06-25,78.53135681152344,78.71393316782289,78.50852968848801,78.66068148873565,977500
2014-06-26,78.73668670654297,78.82797770810389,78.66061377390524,78.6758260388357,822300
2014-06-27,78.73668670654297,78.9116596752032,78.73668670654297,78.82797770810389,933200
2014-06-30,78.79754638671875,78.87361931840309,78.6834340871959,78.82036768582478,1268900
2014-07-01,78.53994750976562,78.69999910203289,78.52470117825155,78.6085385572637,17393000
2014-07-02,78.2198486328125,78.38752341253544,78.19698494735438,78.3799002457919,1779100
2014-07-03,78.0597915649414,78.09027841501263,77.89211679693574,77.90736312935739,1079900
2014-07-07,78.2503662109375,78.30371676954603,78.15128826345733,78.15128826345733,1031000
2014-07-08,78.6085433959961,78.64665341235538,78.46373231155732,78.49421916169034,491500
2014-07-09,78.62386322021484,78.71531804132695,78.34948712732341,78.54002575767704,1113900
2014-07-10,78.79144287109375,78.98960444980754,78.76095602707848,78.89814391776173,728600
2014-07-11,78.92105102539062,78.99726526436682,78.85245413997046,78.88294099851568,688600
2014-07-14,78.74576568603516,78.86008997024244,78.72290199214864,78.86008997024244,974800
2014-07-15,78.67718505859375,78.9286915395391,78.60096498247806,78.72291245244283,933500
2014-07-16,78.79144287109375,78.82192971510902,78.6542549804105,78.69998815381888,15784300
2014-07-17,79.24876403808594,79.30211457779328,78.91341446576973,79.03535606448389,1367400
2014-07-18,79.08872985839844,79.21067730774114,78.98202874761078,79.17256727612794,386900
2014-07-21,79.11153411865234,79.29444932703186,79.11153411865234,79.14201514107424,339600
2014-07-22,79.21066284179688,79.21066284179688,79.02012434807705,79.14206596037559,484200
2014-07-23,79.2030258178711,79.30210953872633,79.1801621329883,79.2868632056229,523600
2014-07-24,78.88290405273438,78.99722826504035,78.87528088797504,78.96674142077403,600900
2014-07-25,79.18780517578125,79.21066886640286,79.03537088034751,79.08872143005587,781400
2014-07-28,79.09632110595703,79.18778165605238,78.98962003823183,79.09632110595703,1448000
2014-07-29,79.2030258178711,79.22588950275389,79.05059737547093,79.18778529954002,465700
2014-07-30,78.64667510986328,78.8829409951114,78.57807822444607,78.875317826782,1067500
2014-07-31,78.62386322021484,78.73056438803067,78.41045506980564,78.44856512178738,1506500
2014-08-01,79.0865478515625,79.1629071653789,78.68947592421192,78.8574640842711,3466800
2014-08-04,79.13238525390625,79.23928948946153,79.10184035434133,79.16293015347118,1672600
2014-08-05,79.17053985595703,79.23926148630895,78.926186571636,79.03309076941133,1013000
2014-08-06,79.2392807006836,79.40727471673576,79.21637348501162,79.40727471673576,1139100
2014-08-07,79.59814453125,79.59814453125,79.17816548272765,79.27743198674035,1386100
2014-08-08,79.5294189453125,79.85013147382855,79.49887406271469,79.72795776927796,913900
2014-08-11,79.49127960205078,79.59055198092454,79.42255794822479,79.55236940045866,419800
2014-08-12,79.37674713134766,79.56764840470429,79.37674713134766,79.52183396336895,416300
2014-08-13,79.63636779785156,79.67454455313568,79.4607360808441,79.49891866197214,732400
2014-08-14,79.79664611816406,79.83482866195303,79.6515594427719,79.78900844423863,638800
2014-08-15,80.1174545288086,80.35417609748755,79.75855916009601,79.78910406656573,1570700
2014-08-18,79.86543273925781,79.97997463805629,79.8272559902203,79.94179788901877,13822300
2014-08-19,79.78144073486328,80.03342591859892,79.74325816037819,80.03342591859892,769900
2014-08-20,79.54471588134766,79.76616198710202,79.50653913432683,79.72798524008121,1052200
2014-08-21,79.7127685546875,79.75095115565601,79.56004980250735,79.56004980250735,630300
2014-08-22,79.72034454345703,79.76615896848531,79.46835355411658,79.68979965149069,1393400
2014-08-25,79.78144073486328,79.79671026915156,79.64399162289705,79.72035094602431,837500
2014-08-26,79.76615905761719,79.89597047923735,79.74325184507745,79.88070094615834,590200
2014-08-27,79.98761749267578,79.99525517331456,79.82726115432149,79.90362048317924,881300
2014-08-28,80.0945053100586,80.2090471928018,80.03341552914992,80.19377183465356,938400
2014-08-29,80.10212707519531,80.20903125762568,80.03339962886663,80.07921986836608,1407100
2014-09-02,79.59040832519531,79.78928452273935,79.59040832519531,79.78163947846497,2058600
2014-09-03,79.70518493652344,79.73578263770496,79.45276411462679,79.49865774844167,1456900
2014-09-04,79.4221420288086,79.67456860911858,79.37624257317124,79.6133732255441,1994400
2014-09-05,79.44508361816406,79.73575291717286,79.40683504696517,79.68985930046426,1098400
2014-09-08,79.36091613769531,79.68983390307592,79.29972077764526,79.65158534406696,1340900
2014-09-09,79.17732238769531,79.28441133156072,79.13907383521064,79.19261830714333,1205900
2014-09-10,78.97845458984375,79.0778926738716,78.9631586676513,79.03964995043509,1311800
2014-09-11,78.87903594970703,79.13910754246241,78.86373418783187,79.0932139286614,1224800
2014-09-12,78.58072662353516,78.7413601299004,78.54247804948545,78.69546067385816,2178400
2014-09-15,78.72605895996094,78.76430753429925,78.65721852924767,78.68781622153571,1505400
2014-09-16,78.7031021118164,78.90198416836635,78.68780618557979,78.81784198428416,24978400
2014-09-17,78.50424194335938,78.9937934221975,78.4965968960657,78.825514843027,2704700
2014-09-18,78.45067596435547,78.51952222255629,78.36653377983912,78.50422046032838,556800
2014-09-19,78.74897766113281,78.77193029909081,78.46595932133845,78.58069916748447,920600
2014-09-22,78.91725158691406,78.96315102086807,78.77956495687248,78.82546439082648,1932600
2014-09-23,79.0855941772461,79.0855941772461,78.91730974585293,78.98615602956583,963700
2014-09-24,78.8636703491211,79.10080077893542,78.8407235607956,79.03960545279575,485300
2014-09-25,79.2462387084961,79.25388959350565,78.97851609231539,78.97851609231539,399000
2014-09-26,79.07788848876953,79.16203064615182,78.98610128865103,79.1543856034156,716100
2014-09-29,79.33035278320312,79.38389728743746,79.27680827896879,79.34565454779195,2344500
2014-09-30,79.26145935058594,79.37619332871667,79.20026400497665,79.24615759622893,1544600
2014-10-01,79.92740631103516,79.93506532335904,79.5748929606106,79.5748929606106,3346000
2014-10-02,79.68991088867188,79.9887763300236,79.67458700429097,79.88915646509946,2084100
2014-10-03,79.6668701171875,79.67453497766253,79.39865846631626,79.49061925229019,1159100
2014-10-06,79.79713439941406,79.8967600344856,79.6055538354455,79.6745258786931,1201700
2014-10-07,80.26457977294922,80.29523336031622,79.95804974585329,80.05001050795427,1429800
2014-10-08,80.5481948852539,80.56351876969316,80.07307261552609,80.31829569260962,2701900
2014-10-09,80.41024017333984,80.60182084602515,80.3949162920194,80.49453613704763,5848000
2014-10-10,80.72442626953125,80.76274474119634,80.4868681156258,80.54051046801018,4675300
2014-10-13,81.14592742919922,81.18424591094977,80.8010844797621,80.86238586535174,2074300
2014-10-14,81.3067855834961,81.32977431442103,81.05389785017282,81.16118833878001,2196700
2014-10-15,81.76663970947266,83.43722363279099,81.57505901114064,82.37970028276668,2196800
2014-10-16,81.54436492919922,82.24171523482886,81.42175054555081,82.18040804300465,1786700
2014-10-17,81.3067855834961,81.42939994386175,81.13819376128058,81.33743917358751,1143300
2014-10-20,81.4217529296875,81.55202633119681,81.31446826414151,81.5290375952335,1562200
2014-10-21,81.19950866699219,81.38342437846438,81.16119606066363,81.23016226000006,1973200
2014-10-22,81.17655181884766,81.19954056098943,81.01562477727781,81.10757974584494,951800
2014-10-23,80.83929443359375,80.98489746340684,80.70135625971082,80.94657903032801,1281700
2014-10-24,80.9083251953125,81.09224094518261,80.86234187291276,80.92364907172824,678800
2014-10-27,80.99263763427734,81.0692687251221,80.88535293777919,80.88535293777919,872500
2014-10-28,80.79337310791016,80.93131137760103,80.74739563353856,80.90832264041524,771500
2014-10-29,80.52522277832031,80.7321274171999,80.26466991636691,80.68614990780011,1453100
2014-10-30,80.60942077636719,80.80100129472793,80.57110233406567,80.67838695662181,1363500
2014-10-31,80.47920989990234,80.5865004601117,80.37959005055313,80.55584684956307,886900
2014-11-03,80.44923400878906,80.48761276180385,80.18055345433977,80.37246478942117,2348900
2014-11-04,80.44154357910156,80.6411329768448,80.41083706739735,80.51062883793485,3854700
2014-11-05,80.4646224975586,80.47230059447043,80.31109569935383,80.32644603650553,1079700
2014-11-06,80.21892547607422,80.44154329263576,80.21124738400844,80.31104501085879,1026100
2014-11-07,80.7332763671875,80.74095446210634,80.41854475555958,80.42621699380801,994200
2014-11-10,80.4031753540039,80.72559086424232,80.39550311701616,80.72559086424232,1427900
2014-11-11,80.41087341308594,80.42622374754225,80.31108159744258,80.40319531752232,1220800
2014-11-12,80.38017272949219,80.64884752703675,80.35714429779856,80.59511256752783,658300
2014-11-13,80.51068115234375,80.56441611857508,80.38786088238875,80.47997462068699,743400
2014-11-14,80.67955017089844,80.72561288873955,80.37249076419893,80.41087538628801,629800
2014-11-17,80.5874252319336,80.79468693502203,80.53369028249065,80.79468693502203,496500
2014-11-18,80.67955017089844,80.70257860148347,80.58743644855832,80.61046487914335,510100
2014-11-19,80.4646224975586,80.68724045462588,80.42623786967144,80.4646224975586,560000
